hero_win1, hero_win2, hero_win3, hero_win4, hero_win5, hero_lose1, hero_lose2, hero_lose3, hero_lose4, hero_lose5
'Malphite', 'Karthus', 'Yasuo', "Kai'Sa", 'Morgana', 'Kassadin', 'Nidalee', 'Camille', 'Jinx', 'Galio'
'Janna', 'Master Yi', 'Kennen', "Kai'Sa", 'Gangplank', 'Poppy', 'Karthus', 'Kayle', 'Sylas', 'Sion'
'Jayce', 'Olaf', 'Taliyah', 'Ezreal', 'Morgana', 'Aatrox', 'Ekko', 'Quinn', 'Jinx', 'Braum'
'Akali', 'Olaf', 'Camille', 'Jinx', 'Thresh', 'Renekton', "Kha'Zix", 'Sylas', "Kai'Sa", 'Pyke'
'Jayce', 'Ekko', 'Aatrox', 'Xayah', 'Rakan', 'Malphite', 'Lee Sin', 'Sylas', "Kai'Sa", 'Gragas'
'Karma', 'Lee Sin', 'Galio', 'Ezreal', 'Rakan', 'Aatrox', 'Gragas', 'Akali', 'Xayah', 'Leona'
'Camille', 'Lee Sin', 'Lissandra', 'Ezreal', 'Tahm Kench', 'Vladimir', "Kha'Zix", 'LeBlanc', 'Lucian', 'Pyke'
'Karma', 'Aatrox', 'Ryze', "Kai'Sa", 'Volibear', 'Camille', 'Sylas', 'Qiyana', 'Xayah', 'Nautilus'
'Jayce', 'Sylas', 'LeBlanc', 'Xayah', 'Pyke', 'Vladimir', 'Lee Sin', 'Pantheon', 'Ezreal', 'Tahm Kench'
'Pantheon', 'Karthus', 'Galio', 'Jinx', 'Leona', 'Kayle', 'Gragas', 'Lucian', 'Vayne', 'Rakan'
'Lucian', 'Olaf', 'Mordekaiser', 'Draven', 'Thresh', 'Irelia', "Rek'Sai", 'Galio', "Kai'Sa", 'Leona'
'Renekton', 'Nocturne', 'Zoe', 'Ashe', 'Thresh', 'Gangplank', 'Lee Sin', 'Karma', "Kai'Sa", 'Nautilus'
'Jayce', 'Ekko', 'Galio', 'Miss Fortune', 'Thresh', 'Irelia', "Rek'Sai", 'LeBlanc', "Kai'Sa", 'Jarvan IV'
'Jayce', 'Kindred', 'Taliyah', "Kai'Sa", 'Janna', 'Camille', "Rek'Sai", "Cho'Gath", 'Ezreal', 'Tahm Kench'
'Viktor', 'Lee Sin', 'Fizz', 'Ezreal', 'Morgana', 'Kayle', "Rek'Sai", 'Taliyah', 'Kalista', 'Lissandra'
'Kayle', 'Gragas', 'Camille', 'Lucian', 'Leona', 'Jax', 'Ekko', 'Nocturne', 'Kalista', 'Galio'
'Gangplank', "Rek'Sai", 'LeBlanc', 'Ezreal', 'Karma', 'Kayle', 'Lee Sin', 'Pantheon', 'Heimerdinger', 'Fiddlesticks'
'Jayce', 'Taliyah', 'Twisted Fate', 'Pantheon', 'Pyke', 'Lucian', 'Nidalee', 'Ryze', 'Ezreal', 'Shen'
'Kayle', 'Lee Sin', 'Taliyah', 'Irelia', 'Nautilus', 'Jayce', 'Qiyana', 'Ekko', "Kai'Sa", 'Swain'
'Quinn', "Kai'Sa", 'Ezreal', 'Varus', 'Rakan', 'Camille', 'Lee Sin', 'Akali', 'Xayah', 'Zilean'
'Ryze', 'Lee Sin', 'Yasuo', 'Ezreal', 'Gragas', 'Rumble', 'Olaf', 'Malzahar', 'Lucian', 'Shen'
'Qiyana', 'Gragas', 'Akali', "Kai'Sa", 'Morgana', 'Gangplank', 'Sylas', 'Renekton', 'Ezreal', 'Nautilus'
'Gangplank', 'Lee Sin', 'Karma', "Kai'Sa", 'Pyke', 'Jayce', 'Sylas', 'Zoe', 'Xayah', 'Shen'
'Vladimir', 'Olaf', 'Kayle', 'Lucian', 'Jarvan IV', 'Irelia', "Rek'Sai", 'Akali', "Kai'Sa", 'Morgana'
'Kayle', 'Ekko', 'Talon', 'Xayah', 'Leona', 'Jayce', 'Xin Zhao', 'Camille', 'Syndra', 'Morgana'
'Kennen', 'Olaf', 'Karma', 'Xayah', 'Nautilus', 'Renekton', 'Nidalee', 'LeBlanc', 'Yasuo', 'Gragas'
'Sion', 'Nocturne', 'Galio', 'Lucian', 'Leona', 'Pantheon', 'Olaf', 'LeBlanc', "Kai'Sa", 'Swain'
'Zed', 'Anivia', 'Vladimir', 'Nunu & Willump', 'Caitlyn', 'Graves', 'Sylas', 'Cassiopeia', 'Irelia', 'Pantheon'
'Karma', 'Jax', 'Neeko', 'Gangplank', 'Anivia', 'Azir', "Kai'Sa", 'Ashe', 'Graves', 'Zed'
'Darius', 'Fiora', 'Syndra', 'Karthus', 'Caitlyn', 'Poppy', 'Jarvan IV', 'Janna', 'Katarina', 'Sivir'
'Leona', 'Amumu', 'Wukong', 'Katarina', 'Twitch', 'Camille', 'Nami', 'Sylas', 'Ashe', 'Jax'
'Garen', 'Taliyah', 'Neeko', 'Caitlyn', 'Thresh', 'Riven', 'Malphite', 'Azir', 'Ezreal', 'Blitzcrank'
'Morgana', "Vel'Koz", 'Akali', 'Fiora', "Kog'Maw", 'Lucian', "Kai'Sa", 'Shen', 'Sona', 'Kassadin'
'Kayle', 'Jax', 'Lulu', 'Kassadin', 'Azir', 'Twitch', 'Braum', 'Mordekaiser', 'Jinx', "Vel'Koz"
'Orianna', 'Miss Fortune', 'Alistar', 'Xayah', 'Tristana', 'Morgana', 'Jinx', 'Veigar', 'Sylas', 'Shen'
'Kayle', 'Ekko', 'Qiyana', 'Yasuo', 'Gragas', 'Garen', "Rek'Sai", 'Pantheon', 'Miss Fortune', 'Alistar'
'Nidalee', 'Nautilus', 'Syndra', 'Irelia', 'Garen', 'Yuumi', 'Jinx', "Vel'Koz", 'Leona', 'Kennen'
'Kled', 'Karthus', 'Irelia', 'Xayah', 'Alistar', 'Camille', 'Elise', 'Lucian', 'Caitlyn', 'Thresh'
'Karma', 'Kindred', 'Sylas', 'Ezreal', 'Pyke', 'Kled', 'Nidalee', 'Twisted Fate', 'Xayah', 'Nautilus'
'Kennen', 'Taliyah', 'Irelia', "Kai'Sa", 'Gragas', 'Shen', 'Kindred', 'Ryze', 'Lucian', 'Soraka'
'Kennen', 'Nidalee', 'Pantheon', 'Varus', 'Blitzcrank', 'Irelia', 'Lee Sin', 'Lucian', 'Caitlyn', 'Thresh'
'Quinn', 'Karthus', 'Gangplank', 'Syndra', 'Thresh', 'Lucian', 'Ekko', 'Vayne', 'Heimerdinger', 'Galio'
'Kayle', 'Xin Zhao', 'Sylas', "Kai'Sa", 'Leona', 'Akali', 'Jax', 'LeBlanc', 'Xayah', 'Rakan'
'Lissandra', 'Syndra', 'Twitch', 'Talon', 'Bard', 'Ahri', 'Ashe', 'Jhin', 'Camille', 'Neeko'
'Darius', 'Nidalee', 'Jayce', "Kai'Sa", 'Pyke', 'Kled', 'Lee Sin', 'Twisted Fate', 'Ezreal', 'Tahm Kench'
'Illaoi', 'Ekko', 'Syndra', 'Jinx', 'Thresh', 'Shen', 'Karthus', 'Qiyana', "Kai'Sa", 'Nautilus'
'Kennen', 'Olaf', 'Akali', 'Ezreal', 'Nautilus', 'Vladimir', 'Lee Sin', 'Orianna', 'Yasuo', 'Gragas'
'Akali', 'Gragas', 'Talon', 'Tristana', 'Volibear', 'Irelia', 'Jarvan IV', 'Taliyah', 'Draven', 'Nautilus'
'Jax', 'Ekko', 'Qiyana', 'Vayne', 'Nautilus', 'Renekton', 'Olaf', 'Kayle', 'Draven', 'Thresh'
'Akali', "Rek'Sai", 'Twisted Fate', 'Lucian', 'Nautilus', 'Jayce', 'Lee Sin', 'Ryze', "Kai'Sa", 'Morgana'
'Dr. Mundo', 'Gragas', 'Nocturne', 'Xayah', 'Rakan', 'Vladimir', 'Kindred', 'Akali', 'Yasuo', 'Alistar'
'Kayle', 'Fiddlesticks', 'Irelia', "Kai'Sa", 'Morgana', 'Ryze', 'Nidalee', 'Kled', 'Xayah', 'Nautilus'
'Pantheon', 'Ekko', 'Lucian', "Kai'Sa", 'Morgana', 'Vladimir', 'Gragas', 'Qiyana', 'Xayah', 'Nautilus'
'Jayce', 'Ekko', 'Quinn', 'Ashe', 'Janna', 'Renekton', 'Nidalee', 'Ryze', 'Ezreal', 'Soraka'
'Ryze', 'Elise', 'Sylas', 'Miss Fortune', 'Bard', 'Malzahar', 'Olaf', 'Taliyah', 'Xayah', 'Rakan'
'Kayle', 'Lee Sin', 'Pantheon', 'Vladimir', 'Pyke', 'Jayce', 'Nidalee', 'Nocturne', 'Lucian', 'Nautilus'
'Lucian', 'Lee Sin', 'Twisted Fate', 'Miss Fortune', 'Leona', 'Irelia', 'Olaf', 'Taliyah', 'Jinx', 'Thresh'
'Kayle', "Rek'Sai", 'Akali', 'Ezreal', 'Lux', 'Lucian', 'Gragas', 'Irelia', 'Xayah', 'Leona'
'Gangplank', 'Jarvan IV', 'Taliyah', "Kai'Sa", 'Soraka', 'Jax', 'Elise', 'Lucian', 'Varus', 'Morgana'
'Kayle', 'Xin Zhao', 'Zoe', 'Yasuo', 'Nautilus', 'Poppy', 'Karthus', 'Taliyah', 'Ezreal', 'Tahm Kench'
'Jax', "Kha'Zix", 'Karma', 'Ezreal', 'Tahm Kench', 'Kennen', 'Lee Sin', 'Vladimir', 'Xayah', 'Rakan'
'Quinn', "Rek'Sai", 'Twisted Fate', 'Yasuo', 'Gragas', 'Aatrox', 'Lee Sin', 'Gangplank', 'Ezreal', 'Pyke'
'Jayce', 'Ekko', 'Nocturne', 'Morgana', 'Pyke', 'Ryze', 'Olaf', 'Twisted Fate', 'Irelia', 'Zyra'
'Lucian', 'Ekko', 'Jayce', 'Miss Fortune', 'Pyke', 'Fiora', 'Gragas', 'Twisted Fate', 'Yasuo', 'Blitzcrank'
'Kayle', 'Nidalee', 'Twisted Fate', 'Ezreal', 'Yuumi', 'Sivir', 'Ekko', 'Galio', 'Miss Fortune', 'Leona'
'Lucian', 'Taliyah', 'Sylas', 'Ezreal', 'Tahm Kench', 'Karma', 'Lee Sin', 'LeBlanc', 'Draven', 'Thresh'
'Malphite', 'Olaf', 'Twisted Fate', "Kai'Sa", 'Soraka', 'Lucian', 'Taliyah', 'Zed', 'Caitlyn', 'Morgana'
'Quinn', 'Karthus', 'Twisted Fate', 'Draven', 'Blitzcrank', 'Karma', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Nautilus'
'Lucian', 'Nidalee', 'Renekton', 'Xayah', 'Yuumi', 'Qiyana', 'Gragas', 'Jayce', 'Varus', 'Tahm Kench'
'Jayce', 'Taliyah', 'Twisted Fate', 'Pantheon', 'Pyke', 'Lucian', 'Nidalee', 'Ryze', 'Ezreal', 'Shen'
'Orianna', 'Ekko', 'Fiora', 'Caitlyn', 'Morgana', 'Camille', 'Gragas', 'Ryze', 'Ashe', 'Karma'
'Garen', 'Taliyah', 'Quinn', 'Jinx', 'Tahm Kench', 'Kennen', "Rek'Sai", 'Ezreal', 'Tristana', 'Fiddlesticks'
'Kayle', 'Olaf', 'Tristana', 'Caitlyn', 'Morgana', 'Irelia', 'Lee Sin', 'Twisted Fate', 'Miss Fortune', 'Fiddlesticks'
'Kled', 'Gragas', 'Ezreal', 'Twisted Fate', 'Thresh', 'Fiora', 'Ekko', 'Tristana', 'Xayah', 'Morgana'
'Darius', 'Gragas', 'Orianna', 'Caitlyn', 'Lux', 'Gangplank', 'Olaf', 'Karma', "Kai'Sa", 'Volibear'
'Vladimir', 'Gragas', 'Nocturne', "Kai'Sa", 'Leona', 'Shen', 'Nidalee', 'Akali', 'Xayah', 'Rakan'
'Kayle', 'Olaf', 'Tristana', "Kai'Sa", 'Pyke', 'Gangplank', 'Gragas', 'Twisted Fate', 'Xayah', 'Rakan'
'Gangplank', 'Karthus', 'Pantheon', 'Xayah', 'Gragas', 'Kennen', "Rek'Sai", 'Lissandra', 'Caitlyn', 'Morgana'
'Jax', 'Katarina', 'Kalista', 'Nami', 'Ziggs', 'Lucian', 'Talon', 'Zoe', 'Pyke', 'Viktor'
'Xerath', 'Janna', 'Sylas', 'Yuumi', 'Sivir', 'Kayle', 'Zed', 'Katarina', 'Jinx', 'Illaoi'
'Gangplank', 'Twitch', 'Jinx', 'Rumble', 'Viktor', 'Akali', 'Caitlyn', 'Evelynn', 'Lucian', 'Teemo'
'LeBlanc', 'Lulu', "Kog'Maw", 'Ashe', 'Vayne', 'Wukong', 'Poppy', 'Nunu & Willump', 'Xerath', 'Xayah'
"Kha'Zix", 'Jayce', 'Kayle', 'Vladimir', 'Ashe', 'Camille', 'Lulu', 'Galio', "Kog'Maw", 'Illaoi'
'Zac', 'Ashe', 'Nunu & Willump', 'Anivia', 'Lucian', 'Vladimir', 'Ziggs', 'Malzahar', 'Master Yi', 'Lulu'
'Neeko', 'Yuumi', 'Talon', 'Sion', 'Zoe', 'Jinx', 'Taliyah', 'Anivia', 'Blitzcrank', 'Lucian'
'Jayce', 'Swain', 'Syndra', 'Zoe', 'Shaco', 'Pantheon', 'Braum', 'Shyvana', 'Jhin', 'Corki'
'Garen', 'Illaoi', 'Katarina', 'Lucian', 'Ziggs', 'Gangplank', 'Elise', 'Jhin', 'Zoe', 'Rakan'
'Akali', 'Yuumi', 'Lucian', 'Vladimir', 'Alistar', 'Twisted Fate', 'Anivia', 'Tristana', 'Twitch', 'Malphite'
'Jayce', 'Ekko', 'Qiyana', 'Irelia', 'Lux', 'Renekton', "Rek'Sai", 'Ornn', 'Heimerdinger', 'Fiddlesticks'
'Quinn', 'Evelynn', 'Fizz', 'Caitlyn', 'Tahm Kench', 'Vladimir', 'Elise', 'Qiyana', 'Jinx', 'Morgana'
'LeBlanc', 'Ekko', 'Camille', 'Xayah', 'Gragas', 'Jax', 'Dr. Mundo', 'Irelia', 'Caitlyn', 'Thresh'
'Hecarim', 'Ekko', 'Irelia', 'Lucian', 'Pyke', 'Akali', 'Lee Sin', 'Qiyana', 'Kalista', 'Thresh'
'Kayle', 'Ekko', 'Jayce', 'Caitlyn', 'Morgana', 'Lucian', 'Lee Sin', 'Sylas', 'Jhin', 'Nautilus'
'Sylas', 'Kindred', 'Nautilus', 'Lucian', 'Gragas', 'Vladimir', 'Olaf', 'Karma', 'Ezreal', 'Tahm Kench'
'Vladimir', 'Ekko', 'Lucian', 'Jhin', 'Alistar', 'Kayle', 'Kindred', 'Camille', 'Ezreal', 'Gragas'
'Kled', 'Lee Sin', 'Kayle', 'Vayne', 'Braum', 'Jax', 'Ekko', 'LeBlanc', 'Irelia', 'Gragas'
'Camille', 'Sylas', 'Akali', 'Kalista', 'Nautilus', 'Fiora', 'Lee Sin', 'Syndra', 'Ezreal', 'Alistar'
'Jax', 'Lee Sin', 'Akali', 'Xayah', 'Gragas', 'Kled', 'Jarvan IV', 'Taliyah', 'Ezreal', 'Rakan'
'Ezreal', 'Sylas', 'Ryze', 'Lucian', 'Morgana', 'Kayle', 'Lee Sin', 'Kalista', 'Yasuo', 'Gragas'
'Annie', 'Kayn', 'Akali', "Kai'Sa", 'Swain', 'Garen', 'Graves', 'Orianna', 'Kayle', 'Swain'
'Lucian', 'Nidalee', 'Syndra', 'Irelia', 'Shen', 'Fiora', 'Lee Sin', 'Zoe', 'Vayne', 'Nautilus'
'Aatrox', 'Lee Sin', 'Orianna', 'Yasuo', 'Nautilus', 'Vladimir', 'Xin Zhao', 'LeBlanc', 'Ezreal', 'Pyke'
'Kayle', 'Nocturne', 'Talon', 'Syndra', 'Karma', 'Quinn', 'Ekko', 'Irelia', 'Draven', 'Thresh'
'Vladimir', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Morgana', 'Lucian', 'Taliyah', 'Tristana', 'Draven', 'Nautilus'
'Irelia', 'Elise', 'Ahri', "Kai'Sa", 'Jarvan IV', 'Akali', 'Lee Sin', 'Ryze', 'Kalista', 'Leona'
'Irelia', 'Lee Sin', 'LeBlanc', 'Ezreal', 'Pyke', 'Vladimir', 'Olaf', 'Akali', "Kai'Sa", 'Volibear'
'Yasuo', 'Gragas', 'Akali', 'Lucian', 'Thresh', 'Renekton', 'Taliyah', 'Kayle', "Kai'Sa", 'Nautilus'
'Jax', 'Karthus', 'Akali', "Kai'Sa", 'Morgana', 'Yasuo', 'Lee Sin', 'Gragas', 'Cassiopeia', 'Thresh'
'Lucian', 'Gragas', 'Irelia', 'Xayah', 'Rakan', 'Fiora', 'Taliyah', 'Qiyana', 'Ezreal', 'Pyke'
'Vladimir', 'Gragas', 'Nocturne', "Kai'Sa", 'Leona', 'Shen', 'Nidalee', 'Akali', 'Xayah', 'Rakan'
'Pantheon', 'Elise', 'Taliyah', "Kai'Sa", 'Rakan', 'Akali', 'Jarvan IV', 'LeBlanc', 'Jinx', 'Thresh'
'Sylas', 'Nunu & Willump', 'Aatrox', 'Jinx', 'Thresh', 'Renekton', 'Olaf', 'Akali', 'Xayah', 'Rakan'
'Garen', 'Lee Sin', 'Lissandra', 'Yasuo', 'Thresh', 'Irelia', 'Olaf', 'Fizz', 'Taliyah', 'Leona'
'Irelia', 'Lee Sin', 'LeBlanc', "Kai'Sa", 'Nautilus', 'Akali', 'Ekko', 'Tristana', 'Ezreal', 'Tahm Kench'
'Kayle', 'Lee Sin', 'Akali', 'Jinx', 'Thresh', 'Vladimir', "Kha'Zix", 'Sylas', 'Lucian', 'Gragas'
'Gangplank', 'Ekko', 'Garen', 'Syndra', 'Tahm Kench', 'Kennen', 'Lee Sin', 'Nocturne', "Kai'Sa", 'Volibear'
'Jayce', 'Lee Sin', 'Galio', "Kai'Sa", 'Nautilus', 'Lucian', 'Xin Zhao', 'LeBlanc', 'Ezreal', 'Tahm Kench'
'Ezreal', 'Kayn', 'LeBlanc', "Kai'Sa", 'Thresh', 'Karma', 'Taliyah', 'Jayce', 'Lucian', 'Yuumi'
'Gangplank', 'Ekko', 'Nocturne', 'Ezreal', 'Pyke', 'Fiora', 'Lee Sin', 'Taliyah', 'Lucian', 'Swain'
'Aatrox', 'Lee Sin', 'Lissandra', 'Ashe', 'Janna', 'Wukong', 'Xin Zhao', 'LeBlanc', 'Xayah', 'Rakan'
'Vladimir', 'Ekko', 'Renekton', 'Ezreal', 'Pyke', 'Jayce', 'Nidalee', 'Taliyah', "Kai'Sa", 'Leona'
'Kennen', 'Taliyah', 'Ahri', 'Ashe', 'Leona', 'Jax', 'Karthus', 'LeBlanc', 'Xayah', 'Pyke'
'Vladimir', 'Lee Sin', 'Zed', 'Xayah', 'Nami', 'Singed', 'Shaco', 'Twisted Fate', 'Varus', 'Blitzcrank'
'Vladimir', 'Lee Sin', 'Katarina', 'Draven', 'Lux', 'Camille', 'Gragas', 'Yasuo', 'Jhin', 'Braum'
'Teemo', 'Garen', 'LeBlanc', 'Ezreal', 'Vayne', 'Gangplank', 'Jarvan IV', 'Lulu', 'Ashe', 'Morgana'
'Jarvan IV', 'Lux', 'Jhin', "Kog'Maw", 'Anivia', 'Janna', 'Yasuo', 'Sylas', 'Nidalee', 'Jinx'
'Zilean', 'Jhin', 'Maokai', 'Thresh', 'Zyra', "Kai'Sa", 'Viktor', 'Ornn', 'Twitch', 'Alistar'
'Gangplank', 'Ezreal', 'Sona', 'Ryze', 'Irelia', 'Azir', 'Kindred', 'Dr. Mundo', 'Jarvan IV', 'Veigar'
'Caitlyn', 'Ziggs', 'Gangplank', 'Lucian', 'Camille', 'Jhin', 'Lee Sin', 'Gnar', 'Lux', 'Xerath'
'Garen', 'Rengar', 'Yasuo', 'Lucian', 'Malphite', 'Singed', 'Amumu', 'Darius', 'Ashe', 'Janna'
'Garen', 'Nunu & Willump', 'Yasuo', "Kai'Sa", 'Pyke', 'Twisted Fate', 'Ekko', 'Garen', 'Yasuo', 'Jarvan IV'
'Yasuo', 'Ekko', 'Tristana', 'Ezreal', 'LeBlanc', 'Riven', 'Nasus', 'Zilean', "Kai'Sa", 'Pyke'
'Ornn', 'Graves', 'Kassadin', 'Vayne', 'Thresh', 'Garen', 'Kled', 'Ryze', 'Lee Sin', 'Thresh'
'Ornn', 'Shyvana', 'Irelia', "Kai'Sa", 'Galio', 'Garen', 'Nunu & Willump', 'Varus', 'Lucian', 'Yuumi'
'Garen', "Rek'Sai", 'Twisted Fate', 'Ashe', 'Karma', 'Kayle', 'Xin Zhao', 'Syndra', 'Jhin', 'Ezreal'
'Graves', 'Malphite', 'Rakan', "Kog'Maw", 'Garen', 'Nidalee', 'Pyke', 'Amumu', 'Ivern', 'LeBlanc'
'Kayle', 'Nidalee', 'Irelia', 'Lucian', 'Leona', 'Lissandra', 'Ekko', 'Garen', 'Vayne', 'Braum'
'Vladimir', 'Xin Zhao', 'Ryze', "Kai'Sa", 'Gragas', 'Pantheon', 'Lee Sin', 'Akali', 'Twitch', 'Lulu'
'Vayne', 'Nidalee', 'Annie', 'Garen', 'Yuumi', 'Lucian', 'Xin Zhao', 'Irelia', 'Miss Fortune', 'Thresh'
'Aatrox', 'Lee Sin', 'Pantheon', 'Vayne', 'LeBlanc', 'Lucian', 'Elise', 'Ezreal', "Kai'Sa", 'Thresh'
'Camille', 'Lee Sin', 'Akali', 'Vayne', 'Jarvan IV', 'Garen', 'Master Yi', 'Aatrox', 'Kalista', 'Leona'
'Darius', 'Amumu', 'Syndra', 'Miss Fortune', 'Blitzcrank', 'Darius', 'Karthus', 'Camille', 'Jhin', 'Xerath'
'Vladimir', 'Dr. Mundo', 'Lux', "Kai'Sa", 'Lulu', 'Garen', 'Zac', 'Kassadin', 'Ezreal', 'Bard'
'Malphite', 'Olaf', 'Twisted Fate', 'Yasuo', 'Nautilus', 'Jax', 'Nidalee', 'Qiyana', "Kai'Sa", 'Galio'
'Lucian', 'Twitch', 'Zed', 'Ashe', 'Morgana', 'Amumu', 'Graves', 'Anivia', 'Varus', 'Nami'
'Olaf', 'Garen', 'Irelia', "Kai'Sa", 'Gragas', 'Darius', 'Lee Sin', 'Ezreal', 'Syndra', 'Yuumi'
'Poppy', 'Nocturne', 'Twisted Fate', 'Jinx', 'Tahm Kench', 'Tristana', 'Elise', 'Lucian', "Kai'Sa", 'Nautilus'
'Zed', 'Anivia', 'Vladimir', 'Nunu & Willump', 'Caitlyn', 'Graves', 'Sylas', 'Cassiopeia', 'Irelia', 'Pantheon'
'Karma', 'Jax', 'Neeko', 'Gangplank', 'Anivia', 'Azir', "Kai'Sa", 'Ashe', 'Graves', 'Zed'
'Darius', 'Fiora', 'Syndra', 'Karthus', 'Caitlyn', 'Poppy', 'Jarvan IV', 'Janna', 'Katarina', 'Sivir'
'Vladimir', 'Lee Sin', "Vel'Koz", 'Ezreal', 'Tahm Kench', 'Quinn', 'Ekko', 'Qiyana', 'Jinx', 'Thresh'
'Lucian', 'Ekko', 'Talon', "Kai'Sa", 'Volibear', 'Kennen', 'Kindred', 'Karma', 'Jinx', 'Tahm Kench'
'Aatrox', 'Lee Sin', 'Orianna', 'Yasuo', 'Nautilus', 'Vladimir', 'Xin Zhao', 'LeBlanc', 'Ezreal', 'Pyke'
'Kayle', 'Nocturne', 'Talon', 'Syndra', 'Karma', 'Quinn', 'Ekko', 'Irelia', 'Draven', 'Thresh'
'Lulu', 'Xin Zhao', 'Fizz', 'Lucian', 'Yuumi', 'Irelia', 'Taliyah', 'Kayle', "Kai'Sa", 'Thresh'
'Irelia', 'Olaf', 'Twisted Fate', 'Vayne', 'Karma', 'Kayle', 'Nocturne', 'Jayce', "Kai'Sa", 'Nautilus'
'Kayle', 'Lee Sin', 'Aurelion Sol', 'Viktor', 'Tahm Kench', 'Karma', 'Elise', 'Qiyana', 'Jinx', 'Thresh'
'Lissandra', 'Lee Sin', 'Vladimir', 'Ezreal', 'Shen', 'Gnar', "Kha'Zix", 'LeBlanc', "Kai'Sa", 'Nautilus'
'Camille', 'Nidalee', 'Nocturne', 'Vladimir', 'Blitzcrank', 'Renekton', 'Ekko', 'Qiyana', 'Ezreal', 'Bard'
'Kled', 'Nidalee', 'Talon', 'Miss Fortune', 'Nautilus', 'Jayce', "Rek'Sai", 'Lucian', "Kai'Sa", 'Leona'
'Sylas', 'Ekko', 'Qiyana', "Kai'Sa", 'Pyke', 'Akali', 'Lee Sin', 'LeBlanc', 'Jinx', 'Tahm Kench'
'Tristana', 'Shyvana', 'Jayce', "Kai'Sa", 'Leona', 'Ezreal', 'Nidalee', 'Kennen', 'Lucian', 'Gragas'
'Renekton', 'Elise', 'Camille', 'Varus', 'Tahm Kench', 'Jayce', 'Karthus', 'Aatrox', 'Swain', 'Pyke'
'Jayce', 'Gragas', 'Sylas', 'Ezreal', 'Soraka', 'Renekton', 'Taliyah', 'Camille', "Kai'Sa", 'Tahm Kench'
'Irelia', 'Olaf', 'Fizz', "Kai'Sa", 'Gragas', 'Fiora', 'Nidalee', 'Ryze', 'Ezreal', 'Leona'
'Kayle', 'Xin Zhao', 'Taliyah', 'Caitlyn', 'Morgana', 'Camille', 'Lee Sin', 'Galio', "Kai'Sa", 'Nautilus'
'Ryze', 'Olaf', 'Camille', 'Ezreal', 'Nautilus', 'Akali', 'Elise', 'Qiyana', "Kai'Sa", 'Leona'
'Akali', 'Elise', 'Qiyana', 'Ezreal', 'Leona', 'Jax', 'Lee Sin', 'Lulu', "Kai'Sa", 'Nautilus'
'Irelia', "Rek'Sai", 'Heimerdinger', "Kai'Sa", 'Rakan', 'Kled', 'Lee Sin', 'Qiyana', 'Ezreal', 'Fiddlesticks'
'Camille', "Rek'Sai", 'Karma', 'Kalista', 'Leona', 'Jax', 'Gragas', 'Jayce', 'Tristana', 'Alistar'
'Jax', 'Elise', 'Kassadin', 'Lucian', 'Leona', 'Quinn', 'Ekko', 'Galio', "Kai'Sa", 'Volibear'
'Jax', 'Lee Sin', 'Twisted Fate', 'Xayah', 'Nautilus', 'LeBlanc', 'Sejuani', 'Irelia', "Kai'Sa", 'Gragas'
'Kayle', 'Olaf', 'Orianna', 'Xayah', 'Rakan', 'Ryze', 'Lee Sin', 'Galio', 'Jinx', 'Tahm Kench'
'Irelia', 'Lee Sin', 'Galio', "Kai'Sa", 'Pyke', 'Jayce', 'Elise', 'Taliyah', 'Xayah', 'Thresh'
'Tristana', 'Elise', 'Jayce', 'Miss Fortune', 'Nautilus', 'Aatrox', 'Lee Sin', 'Akali', 'Garen', 'Yuumi'
'Renekton', 'Elise', 'Vayne', 'Lucian', 'Morgana', 'Garen', 'Olaf', 'Galio', 'Miss Fortune', 'Thresh'
'Renekton', 'Olaf', 'Twisted Fate', "Kai'Sa", 'Rakan', 'Tristana', 'Elise', 'Poppy', 'Jinx', 'Morgana'
'Camille', 'Skarner', 'Twisted Fate', 'Jinx', 'Tahm Kench', 'Maokai', "Kha'Zix", 'Galio', 'Xayah', 'Pyke'
'Kayle', 'Lee Sin', 'Zoe', "Kai'Sa", 'Nautilus', 'Quinn', 'Kayn', 'Twisted Fate', 'Lucian', 'Braum'
'Irelia', 'Taliyah', 'Pantheon', "Kai'Sa", 'Karma', 'Jayce', 'Qiyana', 'Swain', 'Jhin', "Vel'Koz"
'Pantheon', 'Nocturne', 'Ashe', 'Braum', 'Miss Fortune', 'Brand', 'Corki', 'Zyra', 'Pyke', 'Xerath'
'Talon', 'Xin Zhao', 'Akali', 'Miss Fortune', 'Blitzcrank', 'Gangplank', "Rek'Sai", 'Aatrox', 'Heimerdinger', 'Thresh'
'Mordekaiser', 'Qiyana', "Vel'Koz", "Kai'Sa", 'Nautilus', "Cho'Gath", 'Nidalee', 'Fizz', 'Heimerdinger', 'Neeko'
'Vladimir', "Rek'Sai", 'Irelia', 'Xayah', 'Karma', 'Pantheon', 'Nidalee', 'Twisted Fate', 'Lucian', 'Morgana'
'Lucian', 'Lee Sin', 'Orianna', "Kai'Sa", 'Nautilus', 'Ornn', 'Karthus', 'Camille', 'Xayah', 'Rakan'
'Gangplank', 'Karthus', 'Pantheon', 'Xayah', 'Gragas', 'Kennen', "Rek'Sai", 'Lissandra', 'Caitlyn', 'Morgana'
